310.0,300,400.0
309.9179001382325,300,401.27877161684506
309.6729486303903,300,402.5365458390951
309.2691675734602,300,403.75267004879373
308.7131870412339,300,404.9071755200394
308.0141362186796,300,405.98110530491215
307.18349350097725,300,406.9568255060349
306.23489801858733,300,407.8183148246803
305.18392568310526,300,408.55142763005347
304.0478334312239,300,409.1441262301581
302.8452758663103,300,409.5866785303666
301.5959989503338,300,409.8718178341445
300.32051577571656,300,409.9948621620069
299.0397697409232,300,409.953791129492
297.77479066043685,300,409.74927912181823
296.5463494557869,300,409.3846842204976
295.3746170975916,300,408.86599306373
294.2788333987783,300,408.2017225459696
293.2769910973868,300,407.40277997075316
292.3855404163087,300,406.4822839530779
291.6191189510816,300,405.4553490121055
290.9903113209758,300,404.33883739117556
290.5094425298933,300,403.1510821802362
290.1844084300893,300,401.91158628701373
290.02054607249664,300,400.64070219980715
290.02054607249664,300,399.35929780019285
290.1844084300893,300,398.08841371298627
290.5094425298933,300,396.8489178197638
290.9903113209758,300,395.66116260882444
291.6191189510816,300,394.5446509878945
292.38554041630863,300,393.51771604692215
293.2769910973868,300,392.59722002924684
294.2788333987783,300,391.7982774540304
295.3746170975916,300,391.13400693627
296.5463494557869,300,390.6153157795024
297.77479066043685,300,390.25072087818177
299.0397697409232,300,390.046208870508
300.32051577571656,300,390.0051378379931
301.5959989503338,300,390.1281821658555
302.8452758663103,300,390.4133214696334
304.0478334312239,300,390.8558737698419
305.18392568310526,300,391.44857236994653
306.23489801858733,300,392.1816851753197
307.18349350097725,300,393.0431744939651
308.01413621867954,300,394.01889469508785
308.7131870412339,300,395.0928244799606
309.2691675734602,300,396.24732995120627
309.6729486303903,300,397.4634541609049
309.9179001382325,300,398.72122838315494
310.0,300,400.0
