300,300,400.0
300,300,402.0408163265306
300,300,404.0816326530612
300,300,406.1224489795918
300,300,408.16326530612247
300,300,410.2040816326531
300,300,412.2448979591837
300,300,414.2857142857143
300,300,416.3265306122449
300,300,418.36734693877554
300,300,420.40816326530614
300,300,422.44897959183675
300,300,424.48979591836735
300,300,426.53061224489795
300,300,428.57142857142856
300,300,430.61224489795916
300,300,432.6530612244898
300,300,434.6938775510204
300,300,436.734693877551
300,300,438.7755102040816
300,300,440.81632653061223
300,300,442.8571428571429
300,300,444.8979591836735
300,300,446.9387755102041
300,300,448.9795918367347
300,300,451.0204081632653
300,300,453.0612244897959
300,300,455.1020408163265
300,300,457.14285714285717
300,300,459.18367346938777
300,300,461.2244897959184
300,300,463.265306122449
300,300,465.3061224489796
300,300,467.34693877551024
300,300,469.38775510204084
300,300,471.42857142857144
300,300,473.46938775510205
300,300,475.51020408163265
300,300,477.55102040816325
300,300,479.59183673469386
300,300,481.63265306122446
300,300,483.6734693877551
300,300,485.7142857142857
300,300,487.7551020408163
300,300,489.7959183673469
300,300,491.8367346938776
300,300,493.8775510204082
300,300,495.9183673469388
300,300,497.9591836734694
300,300,500.0
